Gene,GSM461348,GSM461349,GSM461350,GSM1634925,GSM1634926,GSM1634927,GSM1634928,GSM1634937,GSM1634938,GSM1634939,GSM1701025,GSM1701026,GSM1701027,GSM1701038,GSM1701039,GSM1701040
AQP4,13.5287,21.8251,21.4368,3.074018,2.919627,2.333678,3.458298,2.412827,2.298405,2.368085,1.88762,2.0087,1.85166,1.90799,2.0301,1.86673
RANBP3,11.862,18.7293,14.4132,2.436675,2.559648,2.255761,2.277896,2.316996,2.197102,2.06608,4.3834,4.83262,3.97388,4.97115,4.57325,4.40923
SHOX2,6.92153,8.42674,8.35453,4.936129,8.087667,8.119543,3.678695,7.474013,5.628345,6.760138,2.75202,2.08956,2.38673,2.58403,2.64755,2.13298
PDLIM3,7.4933,4.73597,7.28868,5.430329,3.885497,3.599682,4.664722,4.410622,3.521795,3.75177,1.96281,1.6244,2.04438,2.45991,2.06311,1.95682
CREM,9.58017,10.2509,9.68053,8.07481,8.250373,7.833163,6.801372,9.900666,9.302377,10.01165,1.43837,1.94597,2.16155,4.03597,2.25816,2.21928
RGS13,5.26669,10.2858,5.55871,8.112555,6.359403,5.786482,7.539242,6.521318,6.407641,6.928066,1.79278,1.76512,1.86695,2.315,1.76512,2.11136
MAB21L2,12.2734,10.0683,11.7277,4.481896,3.425338,3.222887,4.088279,2.754667,2.618373,2.810984,1.79725,1.59914,1.82377,2.10102,1.946,1.80592
SGCD,8.85609,9.61022,7.43494,4.91036,3.728597,2.745124,4.668659,5.500867,6.814781,5.287625,1.56652,2.75141,1.63094,2.23216,1.67568,1.59573
PTHLH,9.1906,7.20953,6.02701,8.176658,5.84835,6.191403,7.444185,5.331032,5.339848,5.449184,3.31643,2.74652,2.52391,3.08783,2.76445,2.27316
PTGER3,12.387,188.826,17.4356,5.717404,4.612798,10.90296,6.507222,4.026238,4.778063,3.630116,1.79278,1.84368,1.9411,2.05765,1.68791,1.81971
CLTC,7.36806,6.42504,9.9927,3.669401,2.942422,2.982691,3.833548,2.76595,2.903539,2.731233,1.76471,2.00388,1.82908,2.50273,2.34536,1.74382
TNFSF11,14.887,24.8396,16.3026,9.48478,9.399125,10.85432,9.353415,9.850372,9.954024,9.038528,1.98895,1.76131,1.86156,2.6175,1.85162,1.76512
PAK5,11.9895,17.4918,12.9531,7.24214,7.680048,8.158245,8.105744,7.031833,7.49166,6.708038,1.58733,1.5424,2.09135,1.79672,1.61405,1.28434
NPY2R,7.72975,8.94412,8.16895,3.656449,8.138292,7.949231,2.910461,7.576975,8.23229,8.1784,1.72579,1.5193,1.8429,1.82195,2.48625,2.08956
SLC4A4,13.8152,10.6125,10.6754,5.475765,5.174633,9.215925,6.070783,7.017518,7.664153,7.623452,1.74835,1.71321,1.68865,2.47466,2.04106,1.76512
DIMT1,10.8229,13.5505,18.2065,5.99609,4.917295,5.922432,6.737325,7.282974,6.501188,6.782105,1.8673,2.10136,2.02938,2.92088,2.29883,2.45977
ZEB1,8.73653,8.72506,9.67656,7.656682,10.37512,10.0357,8.25437,10.14621,9.430822,10.24904,1.50949,1.49878,1.84618,1.98911,1.99405,1.98953
PHLPP1,12.3478,15.1529,10.7431,6.982906,9.413589,9.189904,6.870324,9.274091,10.3144,10.02597,2.10378,2.01366,1.69425,2.00811,2.53761,2.23696
TSC22D2,9.20082,8.90593,8.60403,6.714213,5.559715,5.38996,7.060919,6.103368,6.758061,5.502905,2.35001,2.25352,2.64006,3.36705,3.03836,2.66921
COBLL1,13.3067,22.6232,19.8846,4.48531,8.327497,4.233057,4.047513,7.89506,6.386007,8.537908,1.67039,1.90846,1.84988,2.40777,1.84425,1.90799
KCNH6,2.00297,4.04946,4.36922,6.502135,9.976601,9.628344,7.975786,9.832712,8.940994,9.086181,1.99633,2.3489,1.89923,3.77711,1.77529,1.9447
EPHA3,4.99822,6.37516,7.25404,4.745568,7.488111,9.503848,6.237613,8.8795,10.28902,9.443239,1.99639,1.83879,1.72341,2.06527,1.86516,1.67195
PPP1R3A,14.0343,13.0367,15.2983,5.33896,4.258225,3.648921,4.882471,2.81874,3.479485,3.326036,1.54119,1.62376,1.6173,3.17591,1.43457,1.58578
ADAM7,5.41394,5.02421,11.0928,6.116759,4.957489,5.005717,5.776364,4.529769,4.598039,4.654935,1.67524,1.76916,2.18052,2.40039,1.8641,1.80563
GAD2,9.58676,8.46779,5.61432,4.606042,8.42882,8.559322,5.605893,8.84341,9.460176,8.405254,1.75422,1.55831,1.28352,1.84756,1.57309,1.72289
KCNJ13,14.4196,21.3305,21.2561,5.005748,3.895065,4.54708,4.057749,4.427338,3.962269,4.446976,1.63793,1.54788,1.76627,2.09745,1.69016,1.79373
MYOZ2,5.28348,9.4775,5.53716,4.824883,7.114878,4.202945,4.701271,4.357328,4.847323,8.394343,2.00314,1.88845,2.30742,1.98423,2.20604,2.73222
PDLIM5,11.7279,11.1003,18.8432,7.50025,8.367661,8.053247,6.281798,8.681976,8.257876,9.090058,1.69785,1.73027,1.7966,2.80784,2.43753,1.74259
CD28,12.3138,14.6152,21.8583,3.446266,4.978436,5.06377,4.105684,3.597225,2.743501,3.499371,2.00818,2.12853,1.74067,2.49815,2.22407,2.08956
ZNF471,12.8986,14.8633,18.4313,9.477829,10.96714,11.307,10.28585,11.39832,12.27853,12.02857,2.30374,1.94361,2.48386,2.67443,2.38758,1.91722
NUDT4,12.2286,12.1016,6.56213,6.920339,10.60287,9.918968,7.060919,10.36454,10.15202,10.00929,2.12737,2.33788,1.71171,2.93127,3.09283,1.80187
CNR1,8.39355,11.2132,4.52615,6.675487,8.983637,8.535907,7.20944,8.761272,9.457567,8.449795,1.94012,1.94233,2.2327,2.05041,3.40139,2.46337
CREBZF,10.2024,8.50154,6.42484,8.562506,7.690584,8.37674,7.851556,7.366144,5.701095,7.448595,1.71113,1.6534,1.65346,2.18483,1.946,1.76512
PCSK5,8.85205,24.3878,14.5396,4.315543,3.011637,2.914564,4.234605,2.217372,2.937256,2.221746,4.82651,3.44867,3.7636,2.88161,4.61732,4.60341
ATRNL1,14.517,12.0482,7.35211,6.035655,4.313285,10.12973,5.744524,5.96012,5.07293,6.503675,1.8318,2.02701,1.91915,2.14017,2.40178,1.81199
RAD23B,14.8228,16.7109,17.8282,10.2431,12.79572,12.68827,11.60563,12.60471,12.46951,13.06666,2.23043,2.46693,2.28395,2.41218,2.20604,2.46139
TPH1,13.6254,14.669,18.989,5.152193,5.593822,6.088829,5.569506,6.133591,5.914848,6.37287,2.13905,2.00385,1.81273,2.03033,2.15306,1.69972
TSPAN2,12.6429,6.71133,37.5723,6.964869,8.827917,8.01256,7.262167,9.363765,10.03637,9.615982,2.27648,1.91689,2.37829,2.46666,1.86119,1.93773
SBSPON,11.3363,126.587,15.0846,7.359242,5.857244,5.361505,6.856935,5.024867,4.531259,5.267465,2.32998,2.24427,2.62567,2.0834,3.33077,2.38952
PWAR5,10.1944,9.9349,7.76391,6.342256,5.580351,5.271956,6.892014,5.28419,5.935374,6.156369,1.82599,1.91013,1.39199,3.34054,2.28983,2.28983
ZNF780B,8.34655,12.598,9.14234,3.9112,2.938342,3.361872,3.412562,2.910015,2.574542,3.035013,1.54119,1.70225,2.18297,1.95848,1.88646,1.75545
POSTN,4.79868,3.29206,3.73029,6.695574,9.140867,8.018195,5.927577,8.782231,8.811849,9.433681,1.57928,1.68452,1.92831,1.63096,1.8035,1.96935
SRSF11P1,13.295,7.13156,8.37115,6.46602,5.428457,5.8731,5.227722,4.911927,5.467113,4.958162,6.10266,6.08811,6.03505,7.25461,6.73717,6.74416
KCND3,14.6418,9.62148,14.7953,9.473372,7.535314,6.984255,8.218917,6.70548,7.624727,5.842899,1.57102,1.40976,1.63544,3.85916,1.78154,1.65681
DENND5B,10.1198,24.6691,12.3221,6.576407,6.756785,6.046808,5.882034,6.062994,4.912411,6.240326,3.08283,3.67185,2.71847,3.30884,3.31158,3.74258
MCF2L2,6.66587,10.5858,4.09281,4.67454,7.289361,7.981286,4.653517,9.812588,7.150609,8.442754,2.08774,2.08086,2.08981,2.11966,2.05579,1.8956
RAG2,7.47345,8.76312,9.47298,6.525376,5.734252,5.084567,7.545597,7.40422,5.699134,4.818138,1.38333,1.53957,1.77701,2.80344,1.81186,1.95244
TIMM17A,2.09497,1.73367,2.61577,10.32628,7.589728,6.952655,9.58836,4.464894,6.221248,5.570127,1.93477,1.52821,2.10048,2.59568,1.54647,1.65309
NUP54,6.08334,7.67604,4.29202,6.677736,5.3404,6.191403,6.582439,6.375948,6.504148,7.482256,1.72187,1.76916,1.68119,2.71188,1.96315,2.19643
SYCE1L,11.9153,6.53103,10.9074,9.65551,8.31976,7.419744,11.46554,10.54561,9.938995,10.43865,1.76921,1.71787,2.168,4.54512,1.79845,1.91448
ZNF674,3.35734,3.11711,3.30132,5.869972,6.227115,5.946899,6.732052,5.554173,5.578621,5.639393,1.73879,1.50333,1.70985,2.71188,1.84768,1.6583
AREG,12.5531,11.769,27.1518,5.995898,9.681328,7.283441,5.634914,9.036804,9.093973,9.164953,1.81011,1.76916,2.41369,2.37355,1.92659,1.93065
DTNB-AS1,13.3142,18.3487,17.0078,6.02945,4.404466,4.719668,6.481337,4.015015,4.617728,4.369455,3.67721,1.69611,1.97571,3.6123,2.43217,2.02301
SPATS2L,11.9616,11.0556,19.3825,5.627284,8.187379,6.191403,5.882034,6.738043,6.717793,7.211469,1.65022,1.66509,1.59569,2.02819,1.92997,1.90584
TEF,6.65034,5.80242,2.38465,6.817717,3.841992,4.833414,5.691302,3.303801,4.20642,5.010312,1.68812,1.68292,1.63926,1.78429,1.78429,1.68024
FLG,12.1689,10.3321,26.1059,3.539086,2.111559,2.493867,3.018866,2.435269,2.115278,1.941062,2.10144,1.81486,4.01239,2.09318,1.946,1.75824
RBM26,12.8483,6.22534,7.82841,6.478106,9.954882,8.423046,6.416618,9.784357,9.340761,9.317252,1.77846,1.63784,2.03517,2.71767,1.92679,2.09535
OR7E2P,13.2972,8.73086,16.3227,3.588568,8.752192,7.539653,3.465086,8.400507,6.481947,7.791925,1.79278,1.73638,2.13265,2.29671,2.02208,1.86122
RADX,9.64416,11.8657,10.6196,7.066667,8.688459,8.334714,6.623999,9.002958,8.615501,8.834082,1.82048,1.92799,1.8491,1.88084,1.80622,1.67329
ITGB1,11.5441,8.74255,11.599,8.555035,6.747863,6.106202,8.105822,5.454801,6.176131,5.346177,1.45581,1.55906,1.79471,2.64778,1.74214,1.62697
ZNF81,10.1246,14.9636,34.2896,4.164434,3.357783,3.608704,4.667532,3.698447,3.600812,3.381676,1.66128,1.70311,1.65735,2.00756,1.71844,1.56092
REPS1,9.93083,6.67531,13.1551,6.032179,6.206009,6.291118,6.723177,8.388563,9.86245,8.926998,3.6253,3.35814,3.11058,3.29515,3.71651,3.70018
LINC01361,9.46115,13.3709,28.0412,8.462052,10.05804,10.75993,8.283685,10.57093,10.37787,10.54756,2.18362,1.71721,2.02938,2.50712,2.04005,2.06723
SERPINB13,11.9521,19.0881,10.2375,5.919106,11.47857,10.66165,7.060919,10.95718,9.903928,11.01224,1.81291,1.75279,1.80493,1.674,1.99615,1.8263
CD4,14.1096,16.0058,24.578,5.989666,5.776214,5.246275,5.82266,6.496219,5.986754,8.232399,2.50347,1.91071,2.09667,2.69401,2.02969,2.71879
DDR1-DT,8.49267,4.70332,7.14485,10.49309,9.926963,9.965474,10.28799,10.21854,10.99481,9.20044,1.63097,1.66415,1.69248,5.71936,1.98836,2.39188
TRIO,11.86,9.65558,10.1055,5.78421,4.546966,6.594879,5.331381,4.28887,4.716035,4.549119,1.79278,1.79981,1.76709,3.74416,1.90253,2.05933
VENTXP1,7.32835,10.5771,9.41884,7.342005,7.721015,7.938693,7.185023,7.573796,8.685228,7.621069,1.5332,1.6445,1.7189,2.33502,1.85543,1.7189
LOC105375061,6.59215,7.30246,10.7562,4.333227,4.78904,3.905592,5.999992,9.343058,10.50788,6.758217,2.26986,1.69357,2.21908,2.22173,2.45867,2.23115
CYLC1,10.7133,33.8531,19.2992,6.016068,5.296269,5.069403,6.304326,7.07971,9.40174,8.688487,1.98469,2.14758,2.00395,2.22867,1.88747,1.91045
LAMA2,14.4269,13.6536,10.4741,8.993057,7.910757,7.737473,7.862815,7.441936,7.977668,6.755121,1.82657,1.833,1.78125,2.84485,1.89683,1.73458
APC,9.33603,11.904,37.3514,9.746115,10.08239,11.09025,10.32872,11.7665,10.98855,11.42492,1.42795,1.77563,1.49636,1.90551,2.59287,1.92603
DES,9.0008,4.28679,6.70127,5.179837,4.729185,4.334427,5.24252,4.467783,4.111291,3.653116,1.76192,1.65337,1.94577,3.68735,2.21292,1.80662
KITLG,7.23231,8.94021,11.1724,3.230699,3.679782,4.650154,3.290805,2.996989,2.607521,2.355356,1.44503,1.61055,1.5648,1.68677,1.65457,1.74938
EPOR,13.4069,14.5277,16.3876,7.32079,5.881021,5.919477,7.262167,4.949265,4.619362,4.953726,1.79049,2.04018,2.47985,2.92042,2.07819,2.24286
KMT2B,3.32803,8.02266,4.00575,9.752789,6.846898,6.762832,9.545179,6.50644,8.343322,7.457577,1.70556,1.69412,1.6068,2.02723,1.72139,1.57577
CD300A,6.37483,9.86309,11.6099,6.819255,5.989248,6.191403,7.760291,6.51069,5.709184,5.510963,2.26736,2.27726,2.51565,2.51904,2.19692,2.09569
MTRF1L,12.1438,17.7983,3.61316,6.291914,6.171852,6.377691,6.970345,7.839688,7.442658,6.739863,2.85257,2.5103,2.79988,3.10435,2.51748,2.51702
LOC100287387,9.80476,6.05332,7.24353,6.803627,5.997594,6.342025,7.043695,5.626838,5.770998,6.150488,2.08956,2.08999,1.67801,2.62516,2.18081,2.09381
ASB4,13.2646,20.5176,13.7924,6.274024,4.653077,4.580958,5.267543,3.720901,4.168771,4.346862,1.54119,1.70229,2.09916,2.22173,1.64956,1.70996
OR2F2,5.0932,13.6417,5.19851,6.322959,5.736365,6.199145,6.363498,7.164836,5.969969,6.674974,1.84231,2.17607,2.11905,3.0273,1.91825,2.00922
ATXN3,1.74284,0,0.3076,5.08389,3.179446,2.64959,3.491743,2.545146,2.895091,3.724213,2.17155,2.1037,2.34041,2.58577,2.46684,2.35725
TRAV13-1,4.47749,3.00377,0,6.944752,5.121532,5.323936,6.943254,3.8438,3.919081,3.924066,2.48132,1.94616,1.79293,2.22173,1.75775,1.9459
COL10A1,5.91149,56.2378,95.1395,5.324426,4.195459,2.721739,6.130608,2.500514,3.200638,2.11931,3.58704,1.70195,1.94574,2.71188,1.94367,1.95641
B3GALT2,11.6381,10.1739,16.0947,9.30708,9.590654,10.43829,8.369414,10.12896,10.7121,10.4114,1.6328,1.47326,1.58974,2.53757,1.78586,2.06314
IGH,13.3467,22.0654,22.6679,2.593968,1.993154,2.36569,3.238528,2.174612,2.085834,1.71586,3.67721,3.34631,3.20127,3.66429,2.92799,2.89345
ZNF675,10.6075,15.3645,6.27105,5.954744,5.206428,4.92695,6.325749,3.612696,4.435831,3.678044,2.25729,2.14585,2.47166,1.90514,2.59307,1.8779
TUT4,7.04342,4.99096,10.3138,10.08836,6.842055,7.733937,9.898079,4.079445,6.110422,5.056007,1.97828,1.78389,1.87702,2.07296,1.79291,1.6966
ZFAND5,14.9621,12.6727,17.4539,7.466103,4.807726,6.067201,7.772882,5.319139,5.306271,4.622667,4.10711,4.60562,4.12961,3.56524,5.06628,5.44219
KLHL41,13.7898,12.286,22.0126,4.492626,6.661818,6.512137,3.665918,3.511005,6.815763,6.748306,2.44793,5.35345,2.8907,2.76383,6.22351,5.59893
RNF128,7.7052,14.5374,15.6154,6.457479,3.654457,4.060988,7.35944,6.261552,3.339966,3.024058,2.54038,2.53692,2.20604,3.19339,3.38663,2.18351
DESI2,10.6469,12.5447,40.3618,4.155001,5.324542,5.291114,5.037589,6.09481,3.686602,4.59884,2.01695,1.62316,1.51137,1.75533,1.57043,1.63049
OLAH,13.0712,10.6473,17.4173,3.469686,2.454749,2.215327,3.033456,2.19045,2.00541,2.183961,1.91454,1.72925,1.76535,3.64544,2.5103,2.15063
ZNF750,9.81926,37.3516,44.584,3.954817,7.976447,8.207395,3.551695,8.754265,9.510214,10.03234,1.77814,1.92522,1.69027,1.5556,1.63963,1.72836
PRR16,10.4942,18.6762,13.9553,2.2216,2.363967,4.309914,2.947722,3.649454,4.985482,2.974988,1.93707,2.01904,1.94255,2.06924,2.39811,2.02286
MRPS18C,8.51119,0,6.80893,5.160744,4.15545,3.760862,4.651204,3.321157,3.333655,3.598445,2.22471,2.18957,2.02938,2.20376,2.34212,1.78878
STEAP4,12.8441,21.8774,23.7759,8.128154,7.331641,7.433924,8.035128,7.518153,6.112615,7.894817,1.94012,2.18334,2.02834,3.30241,2.17182,1.72584
SLC12A1,7.97994,5.79645,10.3104,6.323203,5.469462,5.473249,5.959789,5.997379,5.821744,8.728998,1.9136,1.50398,1.60978,1.66611,2.15709,1.71247
VGLL3,8.10504,4.74546,10.8714,3.4908,2.948166,8.352998,4.77904,8.072527,8.58979,8.883676,1.85537,1.93649,1.58979,2.42661,1.98771,1.6315
LRRTM4,14.9773,20.7055,21.0464,3.416449,2.937295,2.710488,3.87043,2.384541,2.301199,2.192365,1.63368,1.57409,1.86695,2.0144,1.74214,1.60361
CORIN,10.9814,16.7755,17.8401,4.047576,5.595815,6.154625,4.827126,7.670424,9.542583,9.851437,2.51787,1.76834,1.70702,2.95063,1.82697,1.62697
TRPC5,13.3018,14.0797,9.51553,4.859886,4.359858,3.708245,5.925106,3.58103,3.709365,3.641283,1.69292,1.94429,2.0804,2.70686,1.81261,2.17281
NAA16,11.6858,12.6371,11.0679,6.906316,5.385809,5.993398,7.107197,5.081548,5.551782,5.21659,1.80634,1.50395,1.61447,1.7508,1.98259,1.50716
ADAMTS20,14.822,22.1566,24.5051,8.840306,12.2435,11.83561,9.2543,11.73458,11.2969,12.26606,2.2519,1.67251,2.17273,2.26804,1.97178,2.00172
CWH43,9.33905,12.9768,9.50358,5.663812,7.517351,5.204482,6.737326,2.55499,2.820788,2.20018,2.17773,3.0305,2.38088,2.24235,6.27789,7.12814
SENP7,11.1479,10.3865,6.63057,3.819552,4.195459,3.543949,3.368827,5.168289,5.164422,4.970145,1.9697,2.42455,2.02938,2.71431,2.02786,1.76512
LINC00328,6.9079,22.6252,11.9734,6.52004,10.7701,10.36134,6.822931,10.88866,10.97596,11.28277,4.58147,1.55978,2.06226,2.33339,2.32481,2.22902
BPESC1,12.8212,14.4641,13.1412,7.352967,11.38358,11.10662,7.571204,10.76193,10.6735,10.66699,2.00559,1.72078,2.02938,2.32648,2.05075,1.41984
CLCA3P,8.51735,7.63801,4.35447,5.875479,8.231873,10.41829,5.653093,9.879304,9.810386,11.99815,1.41993,1.51852,1.65107,2.24147,1.83666,1.59331
KRTAP9-9,14.8121,16,33.5869,3.75813,9.196129,9.214168,3.243583,8.347366,6.778371,7.024639,1.54119,2.18518,1.9392,2.09903,1.74214,1.78816
SLC25A31,7.01865,9.5697,10.1192,8.639101,12.85793,12.34324,8.759624,12.26142,11.98961,12.31064,1.6583,1.91099,1.72341,1.83201,1.60011,1.93766
CAPN10,9.05723,6.83855,6.2562,5.229295,4.379833,4.474456,5.123676,4.271982,3.974359,4.470711,1.72193,2.16569,1.93657,2.66598,2.49653,1.80264
FEZF2,13.3496,23.2667,26.7877,8.672551,10.77154,10.8862,10.95207,10.90266,11.97712,8.613271,1.85325,1.62709,1.90618,2.71188,1.80261,1.73199
HRH4,11.5614,11.3873,22.1709,6.337537,6.167233,6.252635,6.380194,7.488102,7.33308,8.131716,2.25042,1.74115,1.96241,2.95088,1.80581,1.82141
ARHGEF26,13.3319,11.147,9.40345,5.927971,6.974908,8.098642,6.293611,9.579002,9.829419,11.33133,1.80907,1.93196,2.1622,2.71188,2.5103,1.62697
MYEF2,12.5716,5.09489,6.2058,7.797396,5.559599,8.464024,7.624626,3.346467,3.847091,3.024227,2.20027,1.76916,1.89981,2.29495,2.14575,2.09854
SPO11,2.88189,6.64555,11.7798,4.424282,4.451971,4.726524,3.471039,6.449732,8.012671,6.979154,1.66912,1.8001,1.86833,3.07603,2.02327,2.05502
LIMD1,3.39201,6.50924,8.4765,4.483162,5.517316,5.084567,4.749036,4.866847,6.241037,5.553813,2.41369,2.16472,2.41369,2.55871,2.67981,2.44544
TLK1,6.49267,15.1163,10.1264,6.437634,6.86356,7.332813,6.076076,7.655023,9.049955,9.637522,1.43507,1.62385,1.43841,2.66158,1.57043,1.57667
TMEM87A,11.7964,10.1212,8.67432,6.021089,7.18874,6.37603,6.901671,5.117115,5.339848,5.108393,1.74186,1.70013,1.71964,2.2938,2.09715,1.87281
ANKRD20A3P,5.11559,6.6214,25.1032,6.035655,8.90273,9.176041,5.550867,9.38977,9.153935,8.935592,1.49321,1.38137,1.87765,3.52474,2.07791,1.95782
WNT16,13.4338,9.98966,11.1002,3.576469,2.571296,3.003748,4.819906,2.971742,2.375422,2.137635,2.1288,1.95917,1.90377,3.73355,2.20253,1.87807
SCN11A,3.79308,6.47284,1.23389,3.422082,9.447734,9.763066,6.011743,9.409616,7.937082,9.216926,2.9759,1.82419,1.80547,3.902,2.69455,1.96301
NLN,14.8099,13.0539,15.5513,6.393695,9.637287,9.409397,7.575529,9.011181,9.374496,9.610802,1.70501,1.91102,1.83242,2.5096,2.23,1.91862
